index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
48427,Max Mirnyi,16.8,4.4,64,1.4,1,0.2,0.2,92.2,2004
48428,Jonas Bjorkman,7.4,5,58,4.8,1.6,0.2,0.6,96.6,2004
48429,Raemon Sluiter,9.2,3.8,55.2,1.2,0.4,0.4,0.2,104.2,2004
48430,Ivan Ljubicic,16,1.4,56.8,1,1.2,0.6,0.4,93.2,2004
48431,Nikolay Davydenko,3.4,1.8,41.2,3.4,1.2,0.2,0.4,83.4,2004
48432,Michael Llodra,6.6,3.8,61.8,2.8,1.8,0.4,0.6,108.4,2004
48433,Mikhail Youzhny,5,2.4,48.2,2.2,1.6,0.4,0.8,91.4,2004
48434,Vincent Spadea,4.2,1.6,40.8,2.6,1.6,0.2,0.8,70.2,2004
48435,Max Mirnyi,19.6,5.6,69.8,1.6,1.2,0.4,0.2,92.4,2004
48436,Robin Soderling,6.4,2.2,42,3.2,1.6,0,0.8,111.4,2004
48437,Mikhail Youzhny,5,2.4,54.2,2.4,1.6,0.4,0.8,97.6,2004
48438,Robin Soderling,6.8,1.6,41.8,3.2,1.6,0,0.8,111.2,2004
48439,Vincent Spadea,3.6,0.8,41.4,2.8,1.6,0.4,0.8,72.8,2004
48440,Jonas Bjorkman,6,3.8,57.6,2.6,1.2,0.4,0.4,88.6,2004
48441,Xavier Malisse,10.4,1.6,48.2,2.6,1.8,0.4,0.8,91.6,2004
48442,Xavier Malisse,9.8,1.2,47,3,1.8,0.4,0.8,75.2,2004
48443,Justin Gimelstob,4.6,5.6,40.4,1.6,0.6,0,0.2,97.4,2004
48444,Jan Vacek,4.4,3,38.6,1,0.2,0,0,110.8,2004
48445,Paradorn Srichaphan,6.2,2,50.6,3,1.8,0.6,0.8,66.2,2004
48446,Jiri Novak,5.6,1.6,40.6,3,1.6,0,0.8,101.8,2004
48447,Michael Kohlmann,2,1.4,43.2,2.2,1.2,0.4,0.6,96.4,2004
48448,Thomas Johansson,8.8,3,41.6,1.8,1.2,0.2,0.6,104,2004
48449,Wayne Arthurs,17.8,5,63.8,1.4,1,0.2,0.2,104.4,2004
48450,Jarkko Nieminen,3,2.8,45.4,2.8,0.8,0,0.4,89.8,2004
48451,Paradorn Srichaphan,6.2,2,47,3.2,1.8,0.4,0.8,83.2,2004
48452,Taylor Dent,7.2,5.2,45,3.6,1.2,0.2,0.6,81.4,2004
48453,Thomas Johansson,10,2.2,52.4,2.2,1.4,0.4,0.6,116.4,2004
48454,Lleyton Hewitt,8.6,3.4,51,3.2,1.8,0,0.8,85,2004
48455,Paradorn Srichaphan,6.4,2,46.8,2.4,1.4,0.2,0.6,100.2,2004
48456,Bohdan Ulihrach,2.8,3.8,39.6,3.2,1.6,0.2,0.8,77,2004
48457,Lleyton Hewitt,8.8,3.4,47.4,3,1.4,0,0.6,91,2004
48458,Taylor Dent,10,4.2,57.6,2.8,1.8,0.2,0.8,78.4,2004
48459,Victor Hanescu,1.8,0.2,35.2,1.8,0.8,0.4,0.4,98.4,2004
48460,Olivier Rochus,2.6,5,75,6.4,2.4,0.2,0.6,114.2,2004
48461,Thierry Ascione,4,3.4,47.2,2.2,0.6,0.2,0.2,106.6,2004
48462,Raemon Sluiter,9.6,3.4,48,1.4,0.6,0,0.2,100.6,2004
48463,Julien Benneteau,2.4,2.8,39,2,1,0,0.4,96.6,2004
48464,Paul-Henri Mathieu,3.8,1.8,45.4,2,1.4,0.4,0.6,80.6,2004
48465,Max Mirnyi,19,5.6,70.4,2,1.2,0.4,0.2,104.4,2004
48466,Thomas Johansson,10.8,2.2,51.4,2.2,1.2,0.2,0.4,131.4,2004
48467,Mikhail Youzhny,5,2.6,54.2,1.8,1.2,0.4,0.6,97,2004
48468,Radek Stepanek,6.6,5.8,50.2,3.6,1.2,0.2,0.4,69.6,2004
48469,Vladimir Voltchkov,3.6,1.8,44.6,2.6,1.2,0.2,0.4,64.6,2004
48470,Joachim Johansson,10.2,2.8,39.4,2,1.6,0,0.8,107,2004
48471,Vladimir Voltchkov,4.8,2.6,51.6,3.4,1.4,0.2,0.4,80.4,2004
48472,Mikhail Youzhny,5.4,2.4,51,2.6,1.6,0.4,0.8,79.8,2004
48473,Sargis Sargsian,9.2,3.2,51,2,1,0.2,0.4,115.2,2004
48474,Joachim Johansson,13.6,2.8,49.2,1.6,1.4,0.2,0.6,106.8,2004
48475,Radek Stepanek,7,5,54.8,3.2,1.6,0.2,0.6,86.8,2004
48476,Greg Rusedski,9.8,3.8,55.6,1.6,1.6,0.6,0.8,80.8,2004
48477,Nikolay Davydenko,2.6,2.4,55,3.8,1.8,0.4,0.8,86.4,2004
48478,Nikolay Davydenko,1.6,2.4,54.6,4.2,2,0.2,1,68.6,2004
48479,Nicolas Massu,2.8,2,38.2,3.4,1.2,0,0.6,78,2004
48480,Rainer Schuettler,4.2,5.8,58.8,3.2,1.4,0,0.4,89.8,2004
48481,Juan Ignacio Chela,3.8,4.4,53.6,3.8,1.4,0.2,0.4,106,2004
48482,Paradorn Srichaphan,5.4,1.6,48.2,2,1.4,0.2,0.6,105.8,2004
48483,Julian Knowle,2.8,6.2,47.4,2.6,1,0,0.2,90.8,2004
48484,Feliciano Lopez,8,4,55.2,1.8,1.2,0,0.4,70.6,2004
48485,Luis Horna,4.2,2.8,50.8,1.6,1,0.4,0.4,84,2004
48486,Stefan Koubek,4.8,3,62.2,3.8,1.6,0.6,0.6,61.8,2004
48487,Glenn Weiner,8.4,4,42.8,2,0.8,0,0.2,102.8,2004
48488,Mariano Zabaleta,4.4,4.2,51.8,1.6,0.8,0.4,0.2,81.4,2004
48489,Thomas Enqvist,7.2,6.4,64.8,3.2,1.6,0.4,0.4,95,2004
48490,Stefan Koubek,3.2,2.4,48.2,2.4,1,0.4,0.4,61.6,2004
48491,Robby Ginepri,4.8,1.4,45.8,2.6,0.8,0.2,0.4,72.6,2004
48492,Taylor Dent,6.4,3.6,48.8,2.6,1.4,0,0.6,87.4,2004
48493,Feliciano Lopez,9.8,3.4,54,2.4,1.6,0,0.6,68,2004
48494,Davide Sanguinetti,4.4,1,50.8,3,1.8,0.4,0.8,105.6,2004
48495,Guillermo Canas,5.2,2.8,44.2,3.4,1.8,0,0.8,88.8,2004
48496,Nicolas Massu,3.8,2,45.2,2.8,1,0,0.4,87,2004
48497,Rainer Schuettler,4,2.8,48.2,2.6,1,0,0.4,87.8,2004
48498,Tommy Haas,6.6,1.4,46.2,3.2,1.8,0.2,0.8,99,2004
48499,Tommy Haas,3.8,1.4,40.8,2.2,1.2,0,0.6,103,2004
48500,Guillermo Canas,5.6,3.8,53.8,3.6,2,0,0.8,83.6,2004
48501,Kristof Vliegen,5,1.6,39,2.8,0.8,0,0.2,101.8,2004
48502,David Ferrer,4.8,2.6,38,1.8,0.8,0,0.4,101.6,2004
48503,Taylor Dent,5.4,3,44,2.6,1.4,0,0.6,95.8,2004
48504,Mario Ancic,6,3,39.2,2.4,1,0,0.4,123.6,2004
48505,Xavier Malisse,6.6,1.6,37,2.6,1.2,0,0.4,93.6,2004
48506,Stefan Koubek,3.2,2.4,37.8,3.2,1.2,0.2,0.6,60.6,2004
48507,Ivo Karlovic,26.6,7,83,0.8,1,0.6,0,89,2004
48508,Tim Henman,10.4,6,70.4,5.6,2.2,0,0.8,70.2,2004
48509,Max Mirnyi,14,4.4,57.2,1.6,1.2,0.6,0.4,114,2004
48510,Marat Safin,13.4,2.8,67.4,2.2,1.6,0.6,0.6,89.4,2004
48511,Robin Soderling,5.8,3.2,47.8,3,1.4,0.2,0.6,101,2004
48512,Luis Horna,4.2,1.4,43.8,2.6,1.4,0,0.6,74.4,2004
48513,Mardy Fish,10.6,6.4,53.4,3,1.6,0,0.4,84.6,2004
48514,Tommy Haas,6.2,1.6,42.4,2.2,1.6,0,0.8,78.4,2004
48515,Rainer Schuettler,4.2,2.2,45.2,2.4,1,0,0.4,95.4,2004
48516,Stefan Koubek,3.8,3.8,43.8,2.6,1.2,0.2,0.6,72.4,2004
48517,Paradorn Srichaphan,6,2.8,37.8,1.4,1.2,0.2,0.6,114.2,2004
48518,Tim Henman,9,5.6,62.2,4.4,1.8,0,0.6,74.2,2004
48519,Vincent Spadea,4.2,1.4,46.6,2.4,1,0.2,0.4,111.2,2004
48520,Stefan Koubek,3.8,4.4,45.6,2.6,1.2,0.2,0.6,75.4,2004
48521,Tommy Robredo,4.2,4,48.4,2.2,1.4,0,0.6,105.2,2004
48522,Luis Horna,5.4,1.8,45.2,3,1.8,0,0.8,73.8,2004
48523,Tommy Robredo,7.2,4.6,50,1.2,1,0.2,0.4,116.2,2004
48524,Marat Safin,13,3.6,61.4,2.4,1.8,0.4,0.8,102.2,2004
48525,Marat Safin,12.6,3,54.2,2.2,1.8,0.2,0.8,101.8,2004
48526,Marat Safin,13.2,2.6,52,2.6,2.2,0.2,1,90.6,2004
48527,Tim Henman,8.2,5,52.2,3.2,1.6,0,0.6,72.8,2004
48528,Marco Chiudinelli,4.2,4.2,46.8,2.2,1.2,0.2,0.6,89,2004
48529,Juan Ignacio Chela,3.4,4.6,52.8,2.2,0.6,0.2,0,104.8,2004
48530,Jiri Novak,2.6,0.6,43.4,3,1.6,0,0.8,78.8,2004
48531,Vincent Spadea,3.2,1.4,43.6,2.4,1,0,0.4,115.6,2004
48532,Victor Hanescu,5.8,0.8,42.6,1.2,0.6,0,0.2,111.2,2004
48533,Stefan Koubek,3.8,3.8,53.8,2.8,1.6,0.2,0.8,76,2004
48534,Vincent Spadea,3.6,2.2,45.6,2.2,1,0,0.4,120.8,2004
48535,Nicolas Massu,4.4,0.8,39.4,3,1.4,0,0.6,82.6,2004
48536,Tim Henman,8.8,3.6,51.8,2.2,1.4,0.2,0.6,83.2,2004
48537,Rainer Schuettler,4,2.6,38.4,2.8,1,0.2,0.4,122.6,2004
48538,Nicolas Massu,4.8,1.2,40.8,3,1.4,0.2,0.6,89.6,2004
48539,Stefan Koubek,4.8,3.6,59.6,2.4,1.6,0.2,0.8,77,2004
48540,Nicolas Massu,5,1.8,39,3,1.4,0.2,0.6,97.6,2004
48541,Stefan Koubek,3.8,2.2,48.4,2,1.2,0,0.6,91.6,2004
48542,Julien Benneteau,5,2.4,41.4,3,1.4,0,0.6,103.8,2004
48543,Paul-Henri Mathieu,7.2,2.2,51.6,1.8,1.4,0.6,0.6,89.8,2004
48544,Marc Rosset,7.6,5.4,47,1.6,0.8,0.2,0.2,82.4,2004
48545,Sargis Sargsian,6,2.8,40.2,2,0.8,0,0.4,110.4,2004
48546,Mardy Fish,11.4,6.8,52.2,2.2,1.4,0.2,0.4,106.6,2004
48547,Nikolay Davydenko,1.8,5,65.2,4.4,1.8,0.4,0.8,68.8,2004
48548,Michael Llodra,6.2,3,40.4,2.2,1.2,0.2,0.6,75.6,2004
48549,Ivo Karlovic,21.6,5.4,70.8,0.4,1,0.8,0.4,79.2,2004
48550,Michael Llodra,6,2.4,42.8,2.6,1.4,0.2,0.6,79.4,2004
48551,Mikhail Youzhny,3.8,1.6,47.2,3.6,2,0.4,1,96.4,2004
48552,Tommy Haas,5.4,3,40.6,2,1.2,0.2,0.6,70.6,2004
48553,Thomas Enqvist,8.4,6.4,63.8,3,1.2,0.2,0.2,110,2004
48554,Robby Ginepri,3.8,0.8,40.4,2,1.2,0,0.4,98.8,2004
48555,Wayne Arthurs,17.6,4.8,60.8,1.2,1,0.2,0.2,93.2,2004
48556,Xavier Malisse,5.4,1.6,38.8,2.4,0.8,0,0.2,94.4,2004
48557,Jonas Bjorkman,5,1.4,41.4,2.4,0.8,0,0.4,105.2,2004
48558,Joachim Johansson,17.4,2.8,52.2,1.6,1.8,0.6,0.8,94.6,2004
48559,Tommy Haas,6.4,3,42,2.6,1.6,0.2,0.8,80,2004
48560,Thomas Johansson,12.2,1.2,64.8,1.6,1.6,1,0.6,102.2,2004
48561,Tommy Haas,7,3,47,2.2,1.2,0.4,0.6,103.6,2004
48562,Thomas Johansson,10,1.2,54.6,2,2,1,1,55.8,2004
48563,Nikolay Davydenko,1.8,4.4,58,4.4,1.8,0.2,0.8,63.2,2004
48564,Mardy Fish,10.2,6,51,2.4,1.6,0.2,0.6,106.4,2004
48565,Ivan Ljubicic,14.8,1.6,49.2,1.6,1.4,0.2,0.6,102.8,2004
48566,Rainer Schuettler,4.2,2.4,40.4,2.8,1,0.2,0.4,107.6,2004
48567,Max Mirnyi,11,4.6,48.6,1.6,1.4,0.6,0.6,101.4,2004
48568,Thomas Johansson,9.8,1.6,50.6,2,1.6,0.6,0.8,48,2004
48569,Taylor Dent,3.4,4.2,40,1.8,0.8,0.2,0.4,150.4,2004
48570,Mikhail Youzhny,4,1.4,43.6,3.8,2,0.2,1,102.6,2004
48571,Sargis Sargsian,4.6,2.4,38.6,2,0.8,0,0.4,102,2004
48572,Tim Henman,7.4,3,52,1.6,1.4,0.2,0.6,78.4,2004
48573,Marat Safin,7.6,1.4,45.8,2.6,1.8,0.2,0.8,80.8,2004
48574,Gaston Gaudio,4,3.2,59.8,2.6,1.6,0.4,0.4,86.2,2004
48575,Tommy Robredo,8.6,4.6,60.4,2.2,1.6,0.4,0.6,129,2004
48576,Mardy Fish,11.8,5,51.4,2,1.2,0.2,0.4,99.2,2004
48577,Dominik Hrbaty,4.4,3.4,49,1,0.6,0.2,0.2,94.6,2004
48578,Nicolas Massu,6.4,1.8,37.6,3.2,1.6,0.4,0.8,100.6,2004
48579,Max Mirnyi,9.8,4.2,47.8,1.8,1.4,0.6,0.6,100.4,2004
48580,Mikhail Youzhny,3.2,1,41,3.6,2,0.2,1,101.4,2004
48581,Vincent Spadea,3.4,2,40.4,2.4,1.2,0.2,0.6,107.6,2004
48582,Xavier Malisse,5.2,1.4,38.8,1.6,0.6,0,0.2,96.4,2004
48583,Robin Soderling,6.6,2.4,47.6,2.8,1.4,0.4,0.6,91,2004
48584,Max Mirnyi,10.4,3.2,48,2.2,1.8,0.8,0.8,79.8,2004
48585,Nicolas Massu,5.4,1.6,33.8,2.2,1.2,0.4,0.6,91.2,2004
48586,Marat Safin,6.2,1,43.4,2,1.6,0.2,0.8,80,2004
48587,Tommy Haas,7.8,2.4,45.8,2,1.2,0.4,0.6,93.2,2004
48588,Vincent Spadea,3.6,2,35.6,1.4,0.8,0.2,0.4,97.6,2004
48589,Marat Safin,7.6,1,46.4,2.2,1.6,0.2,0.8,93.4,2004
48590,Guillermo Canas,5.2,2.2,45.6,3.4,1.6,0.2,0.8,95.6,2004
48591,Radek Stepanek,5.8,2,44.2,2.8,1.8,0.4,0.8,67.8,2004
48592,Marat Safin,8,1.4,47.6,2.2,1.6,0.4,0.8,106.8,2004
48593,Radek Stepanek,8,3.2,49.2,2.2,1.6,0.4,0.8,70,2004
48594,Lleyton Hewitt,5.2,3,39.4,2.4,1.2,0.2,0.6,75.2,2005
48595,Sjeng Schalken,0.8,1.2,33.4,2.2,0.8,0,0.2,113.2,2005
48596,Taylor Dent,3,4.6,38.2,2.2,0.8,0.2,0.4,130.8,2005
48597,Wayne Arthurs,18,4.2,60.4,1.2,1,0.2,0.2,89,2005
48598,Jarkko Nieminen,3.2,4,53.8,3.2,0.8,0,0.2,91,2005
48599,Thomas Enqvist,8.4,4,52.6,3,1,0,0.2,112.8,2005
48600,Olivier Rochus,2.2,2,43.8,3.6,1.4,0,0.6,67.4,2005
48601,Xavier Malisse,8.4,1.8,50.2,1.6,1,0.4,0.4,78.2,2005
48602,Nicolas Kiefer,9.2,4.8,59.2,4.8,2.4,0.8,0.8,92.2,2005
48603,Radek Stepanek,6.8,4.6,46,1.6,1.2,0.4,0.6,94.8,2005
48604,Taylor Dent,4.2,4.8,42.8,2.8,1.2,0.2,0.6,106.2,2005
48605,Olivier Rochus,2,2.8,48.2,4.4,1.6,0.2,0.8,62,2005
48606,Jurgen Melzer,4,3.2,53.4,3.2,1.4,0,0.6,84.6,2005
48607,Taylor Dent,5.8,4.6,43,3.8,1.6,0.2,0.8,101.8,2005
48608,Noam Okun,5.2,3,42.2,1.2,0.6,0,0.2,86.2,2005
48609,Justin Gimelstob,4,4.2,36,2,0.6,0,0.4,90.6,2005
48610,Justin Gimelstob,4.6,3.6,41.4,3.2,1,0,0.6,105,2005
48611,Paul-Henri Mathieu,7.6,3.6,52,1.4,1,0.2,0.4,106.2,2005
48612,Tomas Zib,4.8,1.4,40,2,1.6,0.2,0.8,92.6,2005
48613,Paradorn Srichaphan,9.8,3,51.4,3.4,1.8,0.4,0.8,70,2005
48614,Roger Federer,7.8,2.2,40.6,4,2,0.2,1,145.6,2005
48615,Rafael Nadal,1.4,3.8,38.8,2.8,1,0.2,0.4,82,2005
48616,Thomas Johansson,9,1.6,45.2,1.8,1.2,0.4,0.6,60.6,2005
48617,Roger Federer,7,2,42.2,3.4,2,0.2,1,130.8,2005
48618,Sebastien Grosjean,9.2,3.4,58.2,4,1.8,0.2,0.6,116.6,2005
48619,Nikolay Davydenko,1.4,1.6,42.2,2.6,1.4,0.6,0.6,94.2,2005
48620,Roger Federer,5.4,1.6,39.8,3.6,2,0,1,121.8,2005
48621,Fabrice Santoro,3.2,2.2,47.8,2.4,1.4,0,0.6,110,2005
48622,Roger Federer,5.4,0.8,37.6,3.4,2,0,1,118.8,2005
48623,Roger Federer,3.8,0.4,37,3.4,2,0,1,125,2005
48624,Tommy Robredo,7.8,3.8,59.4,2.4,1.4,0.4,0.4,147.2,2005
48625,Rafael Nadal,1.8,2.6,38.2,2.6,1,0.4,0.4,93,2005
48626,Vincent Spadea,2.4,1.8,35.2,2.6,1.2,0.2,0.6,86,2005
48627,James Blake,3.6,3.4,32.4,1,0.4,0,0.2,81.8,2005
48628,Robby Ginepri,2,2,40.2,1.8,1.2,0,0.4,106.6,2005
48629,Guillermo Coria,5.4,6,61.4,3.6,1.6,0.2,0.6,84.8,2005
48630,Jose Acasuso,7.8,3.4,49.2,2.4,1.4,0.2,0.6,71.8,2005
48631,Vincent Spadea,2.6,2.4,37.4,2.6,0.8,0.2,0.4,77.6,2005
48632,Mariano Zabaleta,5,1,44.4,1.2,0.8,0.4,0.4,95.8,2005
48633,Ricardo Mello,2.6,2,38.8,2.4,0.8,0.2,0.4,99.6,2005
48634,Olivier Rochus,1.2,2.6,45.6,3.4,1.6,0.2,0.8,90.2,2005
48635,Juan Ignacio Chela,2,1.4,31.4,2.8,1.2,0.2,0.6,65.8,2005
48636,Lleyton Hewitt,5,2.4,39.6,3,1.2,0,0.6,75.8,2005
48637,Radek Stepanek,6.4,5,47.4,2.2,1.2,0.2,0.6,94,2005
48638,Joachim Johansson,10.8,4.2,48.4,3.4,2,0.4,1,84,2005
48639,Todd Reid,3.8,1.6,49.2,1.6,0.6,0.2,0.2,90,2005
48640,Igor Andreev,4.4,3.8,50.2,2.2,1.2,0,0.4,99.4,2005
48641,Robin Soderling,5.4,2.6,50.8,3,1.4,0.6,0.6,115.2,2005
48642,Lleyton Hewitt,7,3.6,39.2,3.6,1.6,0,0.8,74,2005
48643,Jarkko Nieminen,3,3.4,52.4,3.2,0.8,0,0.2,89.2,2005
48644,Wayne Arthurs,19.6,3.4,69.6,1,1,0.4,0.2,99.2,2005
48645,Thomas Johansson,8.6,1.8,43.6,1,0.8,0.6,0.4,68.6,2005
48646,Radek Stepanek,3,4.4,41.6,3.6,1.6,0,0.8,92.8,2005
48647,Taylor Dent,5.4,4.6,39.4,2.2,1.4,0.4,0.6,102.4,2005
48648,Max Mirnyi,8.8,2.6,38.4,1.4,1,0.2,0.6,102.6,2005
48649,Roger Federer,4.4,0.4,39.8,3.8,2.2,0,1,109.2,2005
48650,Lleyton Hewitt,12,4.2,46.8,4.4,2.2,0.2,1,97.6,2005
48651,Guillermo Garcia-Lopez,6,4,50.6,3,1.6,0,0.6,93.2,2005
48652,Tim Henman,5.6,2.2,53,2.8,1.4,0.2,0.6,95.8,2005
48653,David Nalbandian,4,2.6,65.6,5.2,2.2,0.4,0.8,111.2,2005
48654,Sebastien Grosjean,3.8,2.4,51.2,4.6,1.8,0.2,0.6,95.6,2005
48655,Xavier Malisse,7.8,1.6,51.8,1,0.8,0.4,0.2,89.2,2005
48656,Vincent Spadea,2.2,2.6,50,3,1.2,0.2,0.4,86.6,2005
48657,Robin Soderling,5.2,2.4,48.2,2.6,1,0.6,0.4,103.8,2005
48658,Olivier Rochus,0.6,2,47.2,3.6,1.8,0,0.8,107.4,2005
48659,Jose Acasuso,8.2,4.2,56,2,1.2,0.2,0.4,84.8,2005
48660,Max Mirnyi,8.8,2.6,45.2,2,1.2,0.2,0.6,110,2005
48661,Victor Hanescu,7.6,1.6,52.4,1,0.8,0.2,0.2,91,2005
48662,Philipp Kohlschreiber,4.2,4,44.8,3,0.8,0.2,0.2,122.2,2005
48663,Rafael Nadal,1.8,2.2,39.8,3.8,1.6,0.4,0.6,89.4,2005
48664,Jarkko Nieminen,3,3.6,56.2,4,1.4,0,0.4,96.6,2005
48665,Christophe Rochus,3,2.4,49.2,2.6,1.2,0,0.4,89.8,2005
48666,Jonas Bjorkman,2.4,4.2,42.6,2.6,0.8,0,0.2,123.2,2005
48667,Sargis Sargsian,5.4,3.8,44.4,2,1,0.2,0.4,82.6,2005
48668,Rainer Schuettler,4.4,3.4,47.6,3.2,1.2,0.4,0.4,104,2005
48669,Takao Suzuki,11.6,3.6,63,2.6,1.8,0.8,0.6,109.8,2005
48670,Thomas Enqvist,6.6,5.2,49,3.2,1.4,0,0.4,114,2005
48671,Greg Rusedski,9.6,4.2,51.6,1.8,1.2,0.2,0.4,112.6,2005
48672,Lleyton Hewitt,11,3.6,53.8,5,2.4,0.4,1,109.6,2005
48673,Marat Safin,8.8,1.6,51.6,4.6,2.6,0.6,1,110.8,2005
48674,Rainer Schuettler,4.6,4.4,47.2,2.4,0.8,0.2,0.2,96.2,2005
48675,Mardy Fish,13.8,3.8,60.8,3.4,1.2,0,0.4,109.4,2005
48676,Guillermo Canas,6.4,1.8,52.2,4,2,0.4,0.8,72.4,2005
48677,Rafael Nadal,1.2,1.6,49.2,5,1.8,0.2,0.6,86.4,2005
48678,Igor Andreev,4.6,4.2,51.2,2,1.2,0.4,0.4,97.4,2005
48679,Nikolay Davydenko,3.8,3.6,45.4,4.6,1.8,0,0.6,81.4,2005
48680,Paradorn Srichaphan,8.6,3.6,54.2,3.4,1.6,0.2,0.6,87.4,2005
48681,Taylor Dent,4.2,6.6,45,4.4,2.2,0.4,0.8,107.2,2005
48682,Thomas Johansson,14.8,3.4,67.2,3,2,0.8,0.8,75.8,2005
48683,Mariano Zabaleta,4,3.2,42.8,2.4,1,0,0.4,111.4,2005
48684,Roger Federer,4.6,0.4,43.4,4.4,2.4,0,1,126.4,2005
48685,Jurgen Melzer,3.2,2.2,44.4,2,0.8,0.2,0.4,85.6,2005
48686,Lleyton Hewitt,10.8,3.8,58.2,6,2.6,0.2,1,111.8,2005
48687,Juan Carlos Ferrero,2.4,3.2,49.2,3.6,1.4,0.2,0.4,111,2005
48688,Tim Henman,4.4,2.8,51.2,3.2,1.6,0,0.6,99.8,2005
48689,Taylor Dent,4,7.4,45,4.6,1.8,0.2,0.6,113,2005
48690,Fernando Gonzalez,5.6,4.4,65,4,2.2,0.2,0.8,111.4,2005
48691,Gaston Gaudio,5,5.6,70.8,3.8,1.8,0.8,0.4,74.2,2005
48692,Radek Stepanek,6.6,4.2,58.8,3.2,1.6,0.2,0.6,101.4,2005
48693,Olivier Rochus,1.2,2.2,58.4,5.2,2.2,0,0.8,118.4,2005
48694,Roger Federer,5,0.4,46.8,5,2.6,0.2,1,128.2,2005
48695,Philipp Kohlschreiber,2.8,2.4,48.4,3.2,1.6,0.2,0.6,102.8,2005
48696,Rafael Nadal,1.8,2,61.8,6.4,2.2,0,0.6,83,2005
48697,Olivier Rochus,1.2,2.6,74.4,4.6,2,0,0.6,125,2005
48698,Guillermo Coria,3.4,3.2,58.2,6.6,2,0.2,0.6,95,2005
48699,Nikolay Davydenko,4.8,3.6,56.4,5.2,2.6,0,0.8,71,2005
48700,Thomas Johansson,15.2,4.4,78.4,3.6,1.8,0.2,0.6,95.2,2005
48701,Roger Federer,8.8,1.2,54.4,4.8,2.8,0.2,1,115,2005
48702,Nikolay Davydenko,5.8,3,55,5,2.4,0,0.8,72.6,2005
48703,Lleyton Hewitt,12.4,4.8,78.2,6,3,0.4,1,105.2,2005
48704,Marat Safin,13,1,64,5.2,3,0.6,1,77.2,2005
48705,Roger Federer,12.4,2.6,70.6,4.2,2.6,0.2,0.8,105.8,2005
48706,Lleyton Hewitt,12.8,5.8,85.6,5.6,3,0.8,1,100,2005
48707,Marat Safin,17.6,1.2,88,3.8,3,0.8,1,75,2005
48708,Vincent Spadea,2.2,2.8,49.4,2.8,1.2,0,0.4,90.8,2005
48709,Xavier Malisse,8.4,2.2,56.8,1.8,1.2,0.4,0.4,96.6,2005
48710,Robert Kendrick,7.8,5.4,42.4,1,0.6,0.2,0.2,80.8,2005
48711,Peter Wessels,6,1.8,46.6,2.2,1.2,0,0.4,86.8,2005
48712,Kenneth Carlsen,6.6,3,51,1.6,1.2,0.4,0.6,110.2,2005
48713,Peter Wessels,7.2,1.8,54.8,2.8,1.6,0,0.6,93.4,2005
48714,Kenneth Carlsen,7.6,3.2,49.4,1.4,0.8,0.2,0.4,109.8,2005
48715,Xavier Malisse,7.4,2.2,50.4,2.6,1.4,0,0.6,110.6,2005
48716,Xavier Malisse,7,2.4,48.2,3.6,1.6,0,0.8,111.2,2005
48717,Xavier Malisse,7,2.6,45.8,4.2,2,0.2,1,107.4,2005
48718,Thomas Enqvist,8,5,45.2,2.6,1.2,0,0.4,96.8,2005
48719,Robin Soderling,7.6,2.4,48.4,2.6,1,0.4,0.4,90.6,2005
48720,Victor Hanescu,9.2,1.8,58,1,0.8,0.2,0.2,79,2005
48721,Ivo Heuberger,7.6,0.8,44,2,1.2,0.2,0.6,97,2005
48722,Sjeng Schalken,2.2,1.8,38,2.6,0.6,0,0.2,124,2005
48723,Tomas Behrend,5.2,3.6,52.8,2.6,1.2,0.2,0.6,102.4,2005
48724,Ivo Heuberger,7,0.6,40.6,1.8,1.2,0.2,0.6,92,2005
48725,Radek Stepanek,8.2,4.2,72,2.8,2,0.8,0.8,122,2005
48726,Sjeng Schalken,2.4,1.6,36.8,2.4,0.6,0,0.2,113.2,2005
48727,Karol Beck,9.4,5.4,67.2,2.6,1.8,0.6,0.6,113.8,2005
48728,Rainer Schuettler,5.8,3.8,54.4,2.4,1.6,0.2,0.6,143.8,2005
48729,Tomas Behrend,3.6,3.4,47.4,1.6,0.8,0.2,0.4,102.2,2005
48730,Robin Soderling,9.6,2.4,47.6,2.6,1.6,0,0.8,95,2005
48731,David Ferrer,2.4,3.2,46.8,2.8,1,0,0.2,103.4,2005
48732,Nicolas Lapentti,3.4,2.6,38,2.2,0.6,0,0.2,66.8,2005
48733,Olivier Patience,3.4,2.4,47.4,2.2,0.6,0,0.2,89,2005
48734,Alex Calatrava,2.6,1.4,44.6,2.4,1,0,0.2,82.2,2005
48735,Nicolas Almagro,5,2.2,49.8,2,1,0.2,0.4,99.6,2005
48736,David Sanchez,2.6,2.4,49.8,3,0.8,0,0.2,90.2,2005
48737,Gaston Gaudio,4.8,6,68.2,4.8,2.4,1,0.8,91.2,2005
48738,Federico Luzzi,5,4.4,47.2,2.6,1.4,0.2,0.4,96,2005
48739,Jose Acasuso,6.8,4.2,57.2,2.2,1.4,0.4,0.4,108,2005
48740,Mariano Zabaleta,5,4.4,53,3.4,1.6,0,0.6,120,2005
48741,Gaston Gaudio,4,3.4,58.6,4.8,2,0.6,0.8,93.2,2005
48742,Filippo Volandri,0.8,3.4,45.4,3.2,1.4,0,0.6,118.2,2005
