index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
48743,Gaston Gaudio,3,3.2,46.4,4.2,2,0.2,1,77,2005
48744,Guillermo Canas,4.6,3.8,53,5.2,2.2,0.2,0.8,68.6,2005
48745,Marc Lopez,0.6,0.4,33.2,3.2,1.2,0.2,0.6,99,2005
48746,Rafael Nadal,1.6,1.8,66.2,6.2,2.6,0.2,0.8,74.8,2005
48747,Mariano Zabaleta,4.6,3.4,43.8,3,1.4,0,0.6,110.8,2005
48748,Paul-Henri Mathieu,3.6,4,46.6,2.2,0.6,0.2,0.2,91.6,2005
48749,David Ferrer,2.6,2.6,34,3.4,1.4,0,0.6,81.4,2005
48750,Gaston Gaudio,3,2.4,46,4.6,2,0,1,87,2005
48751,Guillermo Canas,3.2,3.4,45.8,4.6,1.6,0,0.6,82.6,2005
48752,Marc Lopez,1.4,1.4,43.4,3.2,1,0.2,0.4,104.8,2005
48753,Mariano Puerta,2.4,0.8,42,3,1.6,0.4,0.8,93.6,2005
48754,Rafael Nadal,2.2,1.8,52.6,4.4,2,0.2,0.6,104.8,2005
48755,Felix Mantilla,3,2.2,51.8,2.4,1.4,0.6,0.6,67.6,2005
48756,Gaston Gaudio,3.2,2.8,42.4,4,2,0,1,101.8,2005
48757,Mariano Puerta,3,0.8,41.4,2.4,1.6,0.6,0.8,107.8,2005
48758,Rainer Schuettler,5.4,4.8,52.8,2.6,1.2,0.2,0.4,155.4,2005
48759,Juan Carlos Ferrero,3.2,2.8,52,3.6,1.4,0.2,0.4,116.2,2005
48760,Sjeng Schalken,2.6,1.8,37.6,2.4,0.8,0,0.4,111.4,2005
48761,Mario Ancic,12.4,2.6,56.6,2.8,1.8,0,0.6,122,2005
48762,Fernando Verdasco,3.8,3,44.6,2.8,1.2,0,0.4,85.4,2005
48763,Victor Hanescu,6,1.2,55.4,1.2,0.8,0.2,0.2,75.8,2005
48764,Tomas Berdych,9,4.4,54,2.2,1,0.2,0.2,125.4,2005
48765,Taylor Dent,4.4,7.4,41.6,5.2,1.8,0,0.6,110.6,2005
48766,Taylor Dent,5.6,7.6,48.6,5.6,2,0.2,0.8,112.4,2005
48767,Ivo Karlovic,22.8,2.8,70.4,0.6,1.2,0.6,0.4,88.2,2005
48768,Ivan Ljubicic,10,2.8,49.4,2.8,1.6,0.2,0.8,79.4,2005
48769,Sjeng Schalken,1.2,1.6,37.2,3.4,1.2,0,0.6,88.8,2005
48770,Joachim Johansson,25,4.6,65.8,1.4,1.8,0.8,0.8,82,2005
48771,Mario Ancic,16.4,3.8,54.4,1.8,1.6,0.4,0.6,108.6,2005
48772,Joachim Johansson,18.6,3.4,53.8,1.4,2,0.6,1,76.8,2005
48773,Paul Goldstein,1.8,2.4,55.2,2.4,1.2,0.4,0.4,81,2005
48774,Vincent Spadea,3.8,2.4,55.2,4.4,1.6,0,0.8,110.6,2005
48775,Jiri Novak,3.4,2.6,37,2.4,1.2,0,0.6,99,2005
48776,Thomas Enqvist,9,6.6,48.6,2.2,1.2,0.2,0.4,107,2005
48777,Wesley Moodie,6.6,1.2,34.2,1.8,1,0,0.6,66.8,2005
48778,Kenneth Carlsen,8,2.6,54.2,2.2,1.2,0.2,0.6,104.8,2005
48779,Hyung-Taik Lee,2.8,2.4,50.8,2.4,1.4,0.2,0.4,155.8,2005
48780,Kenneth Carlsen,8,1.8,49.8,2,1.2,0.2,0.6,104.8,2005
48781,Vincent Spadea,3.4,2.8,54.8,4.6,1.6,0,0.8,107.6,2005
48782,Xavier Malisse,4.6,1.8,35.8,3.6,1.6,0.2,0.8,117.6,2005
48783,Thomas Enqvist,10.4,6.6,51.8,1.8,1.2,0.4,0.4,117.2,2005
48784,Thomas Enqvist,11,6.8,56.2,2.4,1.2,0.4,0.4,115.8,2005
48785,Jurgen Melzer,4.2,2.4,46,3.2,1.8,0.2,0.8,102.4,2005
48786,Tommy Haas,6.8,4.4,60.4,4.6,2.2,0.4,0.8,159.6,2005
48787,Vincent Spadea,2.8,2.8,46.6,4,1.2,0,0.6,94.2,2005
48788,Tommy Haas,5.2,5,58.8,3.8,1.6,0.4,0.6,168.4,2005
48789,Jurgen Melzer,4.8,2.4,47,2.4,1.4,0.2,0.6,98.4,2005
48790,Cyril Saulnier,9.6,2,41.4,3,1.6,0.2,0.8,137,2005
48791,Hyung-Taik Lee,3,2.4,52,1.4,1,0.2,0.2,167.8,2005
48792,Tommy Haas,3.4,3.6,47.2,3.2,1.6,0.4,0.8,158.4,2005
48793,Vincent Spadea,3,3.6,40.6,3.6,1.2,0,0.6,85.4,2005
48794,Jiri Novak,3,2.2,35.2,1.6,0.8,0,0.4,86,2005
48795,Mardy Fish,13.2,4.4,65.4,3.2,1.2,0.2,0.4,115.8,2005
48796,Kenneth Carlsen,8.6,2,51.2,2,1.2,0.4,0.6,92.2,2005
48797,Davide Sanguinetti,8.8,1.8,53.4,2.6,0.8,0,0,91.8,2005
48798,Jonas Bjorkman,2.4,4.6,41.4,1.8,0.4,0,0,133.6,2005
48799,Robert Kendrick,8.6,6.4,42.4,0.8,0.4,0,0,91.8,2005
48800,Vincent Spadea,3.6,4.6,40,2.8,1.2,0,0.6,79,2005
48801,Max Mirnyi,19.8,5,64.8,2.2,1.8,0.8,0.8,109.2,2005
48802,Wayne Arthurs,18.4,4.6,66,0.4,0.8,0.6,0.4,97.4,2005
48803,Robby Ginepri,7.2,2,41,2.6,1.2,0,0.6,106.8,2005
48804,Xavier Malisse,5.4,0.8,36,2.4,1.2,0,0.6,110.6,2005
48805,Max Mirnyi,17.6,4.4,61.6,2,1.8,1,0.8,89.2,2005
48806,Kenneth Carlsen,8.2,2,51.4,2,1.6,0.6,0.8,76,2005
48807,Tommy Haas,5.4,2.6,42.8,1.6,1.2,0.2,0.6,99.6,2005
48808,Max Mirnyi,17.8,5,58.8,1.6,1.6,0.8,0.8,59.6,2005
48809,Roger Federer,12.4,2.8,68.2,3.8,2.4,0.2,0.8,98.8,2005
48810,Tim Henman,4.6,3.2,52,3.2,1.6,0,0.6,116.2,2005
48811,Nikolay Davydenko,4.4,3.6,54.4,3.6,1.8,0,0.6,99,2005
48812,Ivan Ljubicic,9.2,0.8,49.6,2.2,1.6,0,0.8,85.6,2005
48813,Taylor Dent,7.2,5,50.8,3.4,1,0.2,0.4,103,2005
48814,Rainer Schuettler,4.6,4.2,50.4,2.8,1.2,0.2,0.4,159,2005
48815,Sjeng Schalken,0.6,2.2,43.2,3.4,1.2,0,0.6,88.2,2005
48816,Paradorn Srichaphan,7.4,4.4,63.2,2.6,1.4,0.4,0.4,101,2005
48817,Tim Henman,5.6,3.2,54.2,3.6,2,0,0.8,113.8,2005
48818,Thomas Johansson,12.2,3.6,58.6,3.2,1.6,0,0.6,109.2,2005
48819,Olivier Rochus,2.2,1.8,65.2,3.6,1.8,0.2,0.6,108.2,2005
48820,Sjeng Schalken,1.2,2.4,48.8,3.8,1.4,0,0.6,91.4,2005
48821,Roger Federer,11.4,3,69.6,2.8,2.2,0,0.8,116,2005
48822,Tim Henman,5.6,3.2,48.8,2.6,1.4,0,0.6,108.2,2005
48823,Paradorn Srichaphan,8,3.2,58.4,1.2,1.2,0.6,0.4,110.2,2005
48824,Roger Federer,8,2.6,63.4,2.8,2,0,0.8,127.8,2005
48825,Thomas Johansson,9.4,3,46.8,2.6,1.4,0.2,0.6,115.6,2005
48826,Roger Federer,6,1.4,52.6,2.2,2,0.2,1,136.8,2005
48827,Peter Luczak,4.8,2.8,60.4,1.8,1,0,0.2,113,2005
48828,Lars Burgsmuller,4,1.8,29.8,1.8,0.4,0,0.2,120.4,2005
48829,Filippo Volandri,0.6,3.4,38.8,2.6,1,0,0.4,104.4,2005
48830,David Ferrer,2.2,2.4,33.4,3.8,1.2,0,0.4,101.4,2005
48831,Rafael Nadal,2.8,1.4,52.8,3.4,1.8,0.4,0.6,103.4,2005
48832,Mariano Zabaleta,5.8,3.8,50.6,3.2,1.6,0.2,0.6,101.2,2005
48833,Juan Antonio Marin,2.2,1.2,26.6,1,0,0,0,112.8,2005
48834,Paul-Henri Mathieu,3.6,4.4,45.8,3,1,0.2,0.4,89.6,2005
48835,Santiago Ventura,4.4,3,45,3.2,1,0,0.4,120.4,2005
48836,Juan Ignacio Chela,2,2.6,47,3,1.2,0.4,0.4,97.6,2005
48837,Paul-Henri Mathieu,2.8,3,33.4,2.6,0.8,0.2,0.4,96.6,2005
48838,Rafael Nadal,2.2,0.8,44.8,3.6,1.8,0.2,0.8,98.6,2005
48839,Mariano Zabaleta,5.4,3.2,43,3.2,1.4,0.2,0.6,104.2,2005
48840,Peter Luczak,3.4,0.6,46.2,3.2,1.2,0,0.6,100.6,2005
48841,Nicolas Lapentti,3.4,2,39.6,2.2,0.6,0,0.2,92.4,2005
48842,Juan Monaco,2,2.8,39,2,1,0.2,0.4,93.8,2005
48843,Mariano Zabaleta,5,3.6,42.8,2.8,1,0.2,0.4,121,2005
48844,Rafael Nadal,1.4,1,47,5,2,0,1,74.6,2005
48845,Oscar Hernandez,1.6,3,45,1.8,0.6,0,0.2,98.4,2005
48846,Jiri Vanek,8.2,3.6,43,1.2,0.4,0,0,96.2,2005
48847,Santiago Ventura,3.2,2.6,40,3.4,1.2,0,0.6,87.8,2005
48848,Mariano Puerta,4.4,1.4,45,1.4,1.2,0.4,0.6,110.8,2005
48849,Filippo Volandri,1,3.8,40.6,2.8,1,0.4,0.4,89,2005
48850,Felix Mantilla,2.8,3,52.4,4,1.6,0.4,0.6,75.4,2005
48851,Santiago Ventura,4,2.8,41.2,3.4,1.2,0,0.6,94.6,2005
48852,Filippo Volandri,0.8,4.2,42.4,2.8,1,0.4,0.4,81.2,2005
48853,Mariano Puerta,5,1.4,48.8,1.6,1.2,0.4,0.6,103.6,2005
48854,Rafael Nadal,2.4,1.2,42,4.2,2,0.2,1,69.8,2005
48855,Albert Montanes,7,2.2,54,2.6,1.8,0.6,0.8,102.4,2005
48856,Nicolas Kiefer,9,5.4,52.8,2.8,1,0.4,0.2,119.4,2005
48857,Tim Henman,4,3.4,51.8,2,1.2,0.2,0.6,104.6,2005
48858,Radek Stepanek,13.6,6,50.2,2.2,1,0,0.4,125.4,2005
48859,Tommy Robredo,7.6,5,62.6,4.4,1.8,0.4,0.6,133.6,2005
48860,Thomas Johansson,8.4,2.8,44.6,2,1.2,0.2,0.6,121.2,2005
48861,Robin Soderling,10.6,2.8,52.4,1.8,1.2,0.2,0.6,115.6,2005
48862,Paradorn Srichaphan,8,4,61,1.4,1.4,0.6,0.4,105,2005
48863,Younes El Aynaoui,0.8,3.2,15.2,0.2,0,0,0,127.8,2005
48864,Roger Federer,8.2,2,61.8,2.6,2,0.6,1,143.4,2005
48865,Feliciano Lopez,8.4,2.8,50.4,1.4,1,0.4,0.4,96.2,2005
48866,Nikolay Davydenko,3.8,2,43.8,3.8,1.6,0.2,0.8,126.6,2005
48867,Rainer Schuettler,3.4,5,41.6,3.4,0.8,0.2,0.2,129.8,2005
48868,Ivan Ljubicic,10.6,1.2,62.2,3,1.8,0.4,0.8,114.4,2005
48869,Roger Federer,7.6,2,59.8,2.8,2,0.6,1,136.4,2005
48870,Tim Henman,3.6,3.2,49.2,2.2,1.2,0.4,0.6,95,2005
48871,Nikolay Davydenko,3.2,1.6,40.6,3.6,1.2,0.2,0.6,125,2005
48872,Roger Federer,8.2,2.2,59,3,2,0.6,1,121.4,2005
48873,Tommy Robredo,3.8,2.8,47.2,2.2,1.2,0.4,0.6,105.8,2005
48874,Roger Federer,7,2.2,57.6,3.8,2,0.4,1,126,2005
48875,Wayne Arthurs,17.8,4.6,63.4,0.2,0.8,0.6,0.4,94.2,2005
48876,Kenneth Carlsen,8.2,1.6,54,2,1.6,0.6,0.8,63.2,2005
48877,Jeff Morrison,8.6,4.8,55.2,2.2,0.6,0,0,80.2,2005
48878,Jeff Salzenstein,8.4,4.4,42.6,1,0.8,0.4,0.4,102.8,2005
48879,Mark Philippoussis,10.2,4.8,54.6,2.4,1,0,0.2,99.6,2005
48880,Wayne Arthurs,17.8,5.6,66.6,0.6,1.2,0.8,0.6,94,2005
48881,Vincent Spadea,4.6,4,48.2,3.2,1.6,0.6,0.8,106.4,2005
48882,Davide Sanguinetti,6.4,1.8,54.4,2.4,1.2,0,0.4,108.6,2005
48883,Vincent Spadea,3.8,3.2,45.2,2.6,1.2,0.6,0.6,121.4,2005
48884,Jonas Bjorkman,1.6,5,42,2.2,0.6,0.2,0.2,123.6,2005
48885,James Blake,3.4,2.4,44.2,3.2,1.4,0.2,0.6,91.4,2005
48886,Thomas Enqvist,10,5.8,51.8,2.8,1.4,0.4,0.6,117,2005
48887,Juan Carlos Ferrero,2.2,2.2,48.8,2.8,1.6,0.2,0.6,130.2,2005
48888,Mardy Fish,12.2,3.2,51.8,2.6,1,0.2,0.4,104.2,2005
48889,Xavier Malisse,6.2,1.6,41,2,1,0,0.4,98.4,2005
48890,Jean-Rene Lisnard,2,6.8,46.8,3.2,0.8,0.2,0.2,124,2005
48891,Luis Horna,5.4,2.4,34.8,0.4,0,0,0,93.6,2005
48892,Jeff Salzenstein,8,4.6,44.8,1.2,0.6,0.2,0.2,103.6,2005
48893,Roger Federer,5,1.4,51,3.8,2,0.2,1,120,2005
48894,Robby Ginepri,5.8,1.6,44.8,2.2,1.2,0.2,0.6,118.8,2005
48895,Fernando Verdasco,6.8,2.4,54.4,2.8,1.4,0.4,0.4,120.6,2005
48896,Marat Safin,12.4,1.6,73,3.6,2.2,0.2,0.8,81.4,2005
48897,Tim Henman,3.6,3.4,53.4,2.4,1.2,0.4,0.6,104.8,2005
48898,Juan Carlos Ferrero,2.2,1.6,48.8,2.2,1.2,0.2,0.4,111.2,2005
48899,Max Mirnyi,13.6,4.2,58.8,1.2,1.4,0.8,0.6,84.2,2005
48900,Wayne Arthurs,14,4,44,1.2,1.6,0.4,0.8,78.6,2005
48901,Joachim Johansson,14.8,4.8,58,2,1.4,0.2,0.6,95.8,2005
48902,Tomas Zib,3.8,1,38.4,1.2,0.6,0,0.4,84,2005
48903,Kenneth Carlsen,6.4,2.6,48,2.4,1.2,0.2,0.6,102.2,2005
48904,Nikolay Davydenko,2.8,2.4,40.2,3,0.8,0,0.4,133.4,2005
48905,Tomas Berdych,3.6,2.4,38.4,2.8,1.2,0.2,0.6,119.8,2005
48906,Gregory Carraz,14.4,5.4,60,1.8,1,0.6,0.2,127,2005
48907,Thomas Johansson,8.8,2.4,46.6,1.8,1,0.2,0.4,114.8,2005
48908,Ivo Karlovic,17.4,2.4,60.2,0.8,1.2,0.6,0.4,98.6,2005
48909,Olivier Rochus,2.4,3.6,44.6,1.6,0.8,0.2,0.4,98.6,2005
48910,Sebastien Grosjean,4.2,2.6,56.4,4.4,1.4,0,0.2,79.4,2005
48911,Michael Llodra,5.6,1.8,49.4,2.4,1.4,0,0.6,107.4,2005
48912,Michael Llodra,5.4,2,46.2,2.2,1.2,0,0.6,91,2005
48913,Jiri Novak,3.8,1.2,33,2,1.2,0,0.6,119,2005
48914,Taylor Dent,10.6,5.2,57,2.2,1.2,0.2,0.4,119.4,2005
48915,Paradorn Srichaphan,7,3.4,49,2,1.2,0.2,0.4,112.6,2005
48916,Tim Henman,3,3.2,51.6,2.8,1.6,0.4,0.8,122.2,2005
48917,David Ferrer,1.6,2,40.2,3.2,1.2,0,0.6,113.4,2005
48918,Andrei Pavel,13.4,2,62.8,1.4,1,0.6,0.4,102.2,2005
48919,Tomas Berdych,3.4,2.8,36.2,2.8,1.2,0.2,0.6,113.8,2005
48920,Juan Ignacio Chela,1.4,2.8,41,4.2,1,0,0.4,189.6,2005
48921,James Blake,3.8,2.4,41.2,3,1.4,0.2,0.6,85.6,2005
48922,Roger Federer,5.8,1.4,47,3.4,2,0.4,1,105,2005
48923,Paul-Henri Mathieu,4.2,2.4,41.4,2.8,1.2,0.4,0.6,148,2005
48924,Fernando Gonzalez,5.8,5.8,48.8,1.4,1,0.4,0.4,127,2005
48925,Guillermo Coria,3.4,3,43.8,3.2,1.4,0.4,0.6,118.2,2005
48926,Tommy Robredo,3.8,2.2,44.2,2.8,1.4,0.2,0.6,95,2005
48927,Fabrice Santoro,1.6,1.4,35.4,3.6,1.2,0.2,0.6,121.6,2005
48928,Taylor Dent,8.6,4.6,46.8,1.4,1,0.2,0.4,189.4,2005
48929,Roger Federer,5,1,45.4,3.6,2,0.4,1,116.4,2005
48930,Carlos Moya,5.8,1.4,49.2,2.4,1.6,0.2,0.6,130.4,2005
48931,Tim Henman,3.8,3.8,49.2,3,1.2,0,0.6,131.4,2005
48932,Roger Federer,5.2,1,38.8,3.6,2,0.4,1,113.4,2005
48933,Lleyton Hewitt,7.6,2.4,57.6,3,1.8,0.8,0.8,147.4,2005
48934,Roger Federer,7.8,1.6,43.8,3.8,2.2,0.4,1,122.8,2005
48935,Max Mirnyi,11.2,3.8,56,1.6,1.2,0.4,0.4,84.6,2005
48936,Kenneth Carlsen,5.4,2.6,44.6,2.2,0.8,0,0.4,104.6,2005
48937,Younes El Aynaoui,0.8,2.8,17.8,1,0.2,0,0,116.8,2005
48938,Nicolas Lapentti,3.4,1.6,43.4,2,0.6,0.2,0.2,119,2005
48939,Thomas Enqvist,6.2,4,46.8,3.2,1.2,0,0.4,92.6,2005
48940,Alberto Martin,3,2.8,49.6,2.2,1,0.6,0.4,136.2,2005
48941,Santiago Ventura,3.2,2.2,33.4,2,0.8,0,0.4,105,2005
48942,Mark Philippoussis,9.4,4.8,41.2,2,0.8,0,0.4,114.6,2005
48943,Fernando Verdasco,7,2.6,55,2,1.6,0.6,0.6,149.4,2005
48944,Marat Safin,8.8,2.2,56,2.2,1.4,0.2,0.6,103.8,2005
48945,Guillermo Coria,3.2,2.4,43.6,3,1.4,0.4,0.6,122.4,2005
48946,James Blake,3.6,1.8,49.2,3,1.6,0.2,0.6,105,2005
48947,Paul-Henri Mathieu,4.2,3.8,44.8,3,1.2,0.6,0.6,123.2,2005
48948,Tommy Robredo,3.6,2.6,41.2,3.4,1.4,0.2,0.6,106.6,2005
48949,Tommy Haas,7.8,4,48.4,1.4,1.2,0.4,0.6,102.4,2005
48950,Mikhail Youzhny,4,2.2,36,1.8,0.8,0.2,0.4,104.8,2005
48951,Ricardo Mello,2,1.8,35,2.4,0.8,0,0.2,102.4,2005
48952,Feliciano Lopez,6.2,3.4,40.4,1.8,0.8,0,0.4,118.6,2005
48953,Vincent Spadea,3.8,4,44,3.6,1.4,0.2,0.6,121.8,2005
48954,Thomas Johansson,6.8,2.2,45.6,2,1,0.2,0.4,98.4,2005
48955,Jarkko Nieminen,1.2,2.2,39.4,3,1,0.4,0.4,115.8,2005
48956,Sebastien Grosjean,4.6,2,53.2,4.4,1.6,0,0.4,97,2005
48957,Juan Ignacio Chela,1.6,2.8,44.2,3.8,1,0,0.4,193.4,2005
48958,Rainer Schuettler,3.8,4.4,49.8,2.8,1,0.6,0.4,132.6,2005
48959,Paradorn Srichaphan,6.4,3.2,45.8,1.6,0.8,0,0.2,95,2005
48960,Victor Hanescu,6.6,1,44.6,1.6,0.8,0,0.2,116,2005
48961,Xavier Malisse,6.4,1.2,44.4,2.2,1.2,0,0.4,89.2,2005
48962,Roger Federer,9.6,1.8,43,4.6,2.2,0,1,136.8,2005
48963,Marat Safin,5.2,2.4,47.2,1.8,0.8,0.2,0.4,94.6,2005
48964,Thomas Johansson,7.2,2,50.6,1.8,1,0.2,0.4,111.4,2005
48965,Tim Henman,3.2,3.6,45.6,3.2,1.6,0,0.8,121.2,2005
48966,Sebastien Grosjean,4.8,1.8,47.2,3.2,1,0,0.2,104.6,2005
48967,David Nalbandian,2.6,2.8,31,4.4,1.2,0,0.6,115.6,2005
48968,Arnaud Clement,3.6,2,35,2.8,1.4,0,0.6,128,2005
48969,Vincent Spadea,3.6,4.6,43.2,3.2,1.2,0.2,0.4,120,2005
48970,Florian Mayer,4.6,3,39.2,2.6,1.2,0.2,0.6,122.2,2005
48971,Rafael Nadal,2.4,1.6,38.6,3.6,2,0.2,1,112,2005
48972,Juan Carlos Ferrero,2,1.8,40.8,2.8,1.6,0,0.8,125.4,2005
48973,Roger Federer,9.8,2,48,4.4,2.2,0,1,122.8,2005
48974,Tim Henman,3,3.2,46.6,2.8,1.6,0,0.8,115,2005
48975,Gaston Gaudio,2.8,1.8,46.6,2,1.2,0.2,0.6,126.8,2005
48976,Rafael Nadal,3.4,1.6,42.8,3.8,2,0.2,1,131.4,2005
48977,Thomas Johansson,7.4,2.2,49.8,2.4,1.4,0.4,0.6,110,2005
48978,Juan Carlos Ferrero,1.6,1.4,44.6,3.2,1.4,0.2,0.6,126,2005
48979,Tim Henman,3.4,2.4,42.8,2,1.2,0,0.6,122.4,2005
48980,Taylor Dent,4.6,3.6,31,2.2,1.2,0,0.6,169.6,2005
48981,Dominik Hrbaty,3.8,5.6,38.6,2.6,1.4,0.2,0.6,105.4,2005
48982,Roger Federer,7.6,1.4,45.8,3.4,2,0,1,121.6,2005
48983,Rafael Nadal,1.8,1.4,44.2,3.6,2,0.2,1,175.8,2005
48984,Roger Federer,7,3,58.8,4,2.2,0.2,1,121.6,2005
48985,Tomas Zib,3.2,1.8,45.2,2.6,1,0.2,0.4,101,2005
48986,Luis Horna,4.4,3.4,39.4,1.6,0.2,0,0,82.6,2005
48987,Tomas Behrend,4.8,4,48.2,1.6,1,0.2,0.4,119.2,2005
48988,Jean-Rene Lisnard,2,8,34,2.2,0.6,0,0.2,80,2005
48989,Mehdi Tahiri,0.4,2.8,31,1.6,0,0,0,103.4,2005
48990,Victor Hanescu,5.6,1.2,45.2,2,0.8,0,0.2,111.4,2005
48991,Juan Monaco,1.8,2.4,39.2,2.8,1.4,0.4,0.6,117.6,2005
48992,David Sanchez,2.4,2.4,35.6,3.2,0.6,0,0.2,103.8,2005
48993,Mariano Puerta,5.8,0.4,46.8,2.4,1.6,0.4,0.8,66.8,2005
48994,Mariano Puerta,5.4,0.6,41.8,2.6,1.6,0.4,0.8,81.4,2005
48995,Mariano Puerta,4.6,1,44.4,3.2,2,0.4,1,70,2005
48996,Nikolay Davydenko,2.4,3.2,45.4,3.2,0.8,0,0.2,141,2005
48997,Julien Benneteau,1.4,1.8,32.4,1.8,0.4,0,0.2,109.2,2005
48998,Oscar Hernandez,2.2,2.6,37.6,2,0.6,0,0.2,94.2,2005
48999,Alberto Martin,3,3.8,52.2,2,0.8,0.2,0.4,107,2005
49000,Fernando Gonzalez,4,4.6,46.4,2.8,1.4,0.2,0.6,113.4,2005
49001,Irakli Labadze,3.4,6.8,49,2.6,1,0.2,0.4,92,2005
49002,Stefan Koubek,2.8,2.4,37.4,1.6,0.8,0,0.4,98.6,2005
49003,Gustavo Kuerten,7.6,3.6,40.2,2,1,0,0.4,124.6,2005
49004,David Ferrer,2.4,1.2,36.2,3.8,1.6,0,0.8,97.2,2005
49005,David Ferrer,2,0.8,36,3.8,1.6,0,0.8,90.4,2005
49006,Igor Andreev,1,1,42,5.6,2,0.2,1,92.8,2005
49007,Roger Federer,4.8,2.8,53,4.2,2.2,0.2,1,124.8,2005
49008,Tim Henman,4,3,43.2,2.2,1.4,0,0.6,119.8,2005
49009,Paul-Henri Mathieu,3.6,4,42.6,3,0.8,0.4,0.4,108.2,2005
49010,Olivier Rochus,2.8,2.8,44.6,1.4,0.8,0.4,0.4,93.4,2005
49011,Dominik Hrbaty,3.2,4.6,35,2.8,1.2,0.2,0.6,104.8,2005
49012,Vincent Spadea,3,5.2,39,2.6,0.8,0,0.2,106.4,2005
49013,Max Mirnyi,9.4,3.8,60.2,1.4,1,0.4,0.2,87.6,2005
49014,Thierry Ascione,3.2,2.6,49.2,2.8,0.6,0,0.2,146,2005
49015,Michael Llodra,3.2,2.2,47.8,2.4,1,0,0.4,95.8,2005
49016,Rainer Schuettler,3.4,4.4,48,2.2,0.8,0.6,0.2,106.8,2005
49017,Xavier Malisse,5.2,1,43.2,2.6,1.2,0,0.4,112,2005
49018,Younes El Aynaoui,0.6,2.2,28,1.6,0.2,0,0,94.8,2005
49019,Paradorn Srichaphan,5.4,3.6,43,1.4,0.6,0,0.2,91,2005
49020,Wayne Arthurs,11.8,4,40,1.2,1.2,0.2,0.6,80.2,2005
49021,Marat Safin,5,1.8,40.6,2.6,1.2,0.2,0.6,119.2,2005
49022,Nicolas Kiefer,3,1.4,33,3.2,0.8,0,0.4,116.6,2005
49023,Guillermo Canas,3.8,4,47.6,2.8,1.2,0.4,0.4,89.4,2005
49024,Nikolay Davydenko,2.4,2.6,46,3.4,1.2,0.2,0.4,152,2005
49025,Mario Ancic,6.4,2,43.4,3,1.4,0,0.6,116.6,2005
49026,Victor Hanescu,4,1.2,43,3,1.4,0,0.6,132,2005
49027,Juan Carlos Ferrero,1,0.6,41,3,1.4,0.2,0.6,99.2,2005
49028,Richard Gasquet,3.8,2.6,39.6,3.8,1.6,0,0.8,126.6,2005
49029,Mariano Zabaleta,3.4,6.8,53,3.6,1.8,0.2,0.8,146.8,2005
49030,Roger Federer,6,3,56.4,4.2,2.2,0.2,1,129.2,2005
49031,Marat Safin,5.6,1.6,39.4,2.8,1.2,0.2,0.6,106.4,2005
49032,Guillermo Coria,1.6,4,35.6,4.2,1.6,0.2,0.8,116.6,2005
49033,Rafael Nadal,1.2,0.8,35.2,4.4,1.6,0,0.8,131.2,2005
49034,Mariano Zabaleta,2.4,6,50.6,3.2,1.6,0.2,0.6,122.4,2005
49035,Mariano Puerta,4.4,1.8,48,4,1.8,0.4,0.8,81.6,2005
49036,Rafael Nadal,0.6,1,32.2,4.4,1.6,0,0.8,156.4,2005
49037,Guillermo Coria,1.2,4,38.2,4.4,1.6,0.2,0.8,138.4,2005
49038,Juan Carlos Ferrero,0.8,0.4,36,3.8,1.6,0,0.8,91.2,2005
49039,Juan Carlos Ferrero,0.8,0.2,37.2,4.2,1.6,0,0.8,99.8,2005
49040,Richard Gasquet,2.6,3.4,48.2,5.6,1.8,0.4,0.8,116.2,2005
49041,Rafael Nadal,1.4,1,44.6,5.6,2.2,0,1,176.6,2005
49042,Thomas Johansson,5,2.8,44.8,3.2,1.4,0.4,0.6,123.8,2005
49043,Radek Stepanek,4.8,2,40.8,4.2,1.4,0,0.6,89.6,2005
49044,Fernando Verdasco,3.2,2.6,40.8,2.8,1,0.2,0.4,110,2005
49045,Juan Ignacio Chela,1.8,1.4,38,2.6,1,0.2,0.4,174,2005
49046,Paradorn Srichaphan,4.4,2.2,37.6,2.2,0.8,0,0.4,94.6,2005
49047,Juan Carlos Ferrero,0.6,1.8,44.4,4.2,1.6,0,0.8,118.2,2005
49048,Xavier Malisse,4.4,1.2,40.6,2.6,1.2,0,0.4,106.6,2005
49049,Michael Llodra,3.2,1.8,44.8,2,0.6,0,0.2,92.2,2005
49050,Younes El Aynaoui,1.4,3.2,33.4,1.6,0.2,0,0,75.6,2005
49051,Max Mirnyi,8.8,4,63,2,1.4,0.8,0.4,100.6,2005
49052,Jarkko Nieminen,1,1.4,44,3.4,1.4,0.6,0.6,122.8,2005
49053,Gaston Gaudio,1.8,3.4,32.8,4,1.6,0.2,0.8,122.8,2005
49054,Jarkko Nieminen,1,1.4,50,3,1.2,0.4,0.4,118.2,2005
49055,Wayne Arthurs,9.6,6.6,37.4,1.4,0.8,0,0.4,86.6,2005
49056,Tommy Robredo,3.2,2.6,39.4,3.6,1.4,0.2,0.6,106.2,2005
49057,Xavier Malisse,4.6,1,37.2,2.4,1,0,0.4,118.6,2005
49058,Juan Ignacio Chela,1.2,1.2,41.8,2,1,0.4,0.4,95.8,2005
49059,Gaston Gaudio,1.2,3.2,33,4,1.6,0,0.8,120.8,2005
